"Rank","Colors","CMC","Name","Rarity","Type","Card Kingdom","TCGPlayer","Face to Face","Cardmarket","CardTrader","Cardhoarder","Salt","Decks"
"624","G,U","5","Kruphix, God of Horizons","mythic","Creature","3.99","3.27","3.56","1.93","2.89","0.02","0.23636363636363636","4627"
"625","W,U,B","4","Eriette, the Beguiler","rare","Creature","0.49","0.23","0.54","0.2","0.13","0.02","0.7333333333333333","4619"
"626","R","3","Gornog, the Red Reaper","rare","Creature","7.49","3.79","7.85","3.87","4.81","undefined","0.3493975903614458","4610"
"627","U,B,R","4","Zevlor, Elturel Exile","rare","Creature","0.49","0.24","0.35","0.17","0.19","0.14","0.7222222222222222","4592"
"628","G,U","2","Thrasios, Triton Hero // Vial Smasher the Fierce","rare","Creature","23.99","24.55","24.28","14.85","27.39","3.25","1.343648208469055","4591"
"629","W,U,B,R,G","5","Rukarumel, Biologist","mythic","Creature","2.29","1.97","2.14","0.99","1.27","10.04","0.3333333333333333","4576"
"630","W,B","1","Frodo, Sauron's Bane","rare","Creature","0.49","0.32","0.54","0.25","0.26","0.02","0.3390804597701149","4559"
"631","G","4","Dionus, Elvish Archdruid","uncommon","Creature","22.99","16.46","23.57","12.54","15.72","4.25","0.39285714285714285","4557"
"632","B,R,G","5","Vazi, Keen Negotiator","rare","Creature","0.49","0.27","0.35","0.21","0.14","undefined","0.42105263157894735","4548"
"633","W,U,B,R,G","5","Sliver Hivelord","mythic","Creature","19.99","16.59","18.57","10.2","13.16","0.02","1.3638059701492526","4542"
"634","U,R,W","3","Tetzin, Gnome Champion","rare","Creature","0.49","0.27","0.54","0.21","0.25","0.28","0.35294117647058826","4537"
"635","U,B","5","Grimgrin, Corpse-Born","mythic","Creature","2.49","2.03","2.85","1.23","1","0.02","0.2","4515"
"636","G,W,U","4","Falco Spara, Pactweaver","mythic","Creature","2.99","2.82","3.56","2.59","3.15","0.02","0.05263157894736842","4510"
"637","B,G","2","Belbe, Corrupted Observer","rare","Creature","0.69","0.36","0.71","0.19","0.29","1.14","0.75","4505"
"638","U,R","10","Eris, Roar of the Storm","mythic","Creature","4.99","4.01","4.99","0.44","2.87","2.75","0.1","4505"
"639","U,R","4","Muddle, the Ever-Changing","mythic","Creature","0.99","0.83","0.71","0.4","0.41","undefined","undefined","4505"
"640","W,U,B,R,G","5","Niv-Mizzet Reborn","mythic","Creature","0.99","0.75","0.71","0.8","0.58","0.02","0.15789473684210525","4493"
"641","W,B","5","Carmen, Cruel Skymarcher","mythic","Creature","1.49","5.56","1.42","1.93","0.86","0.02","0.3224043715846994","4491"
"642","U","3","Leonardo da Vinci","mythic","Creature","1.79","0.72","1.78","1.25","0.78","0.02","0.65","4479"
"643","G,W,U","4","Estrid, the Masked","mythic","Planeswalker","2.49","1.07","2.14","undefined","1.09","1.35","0.35294117647058826","4476"
"644","B","5","Ghoulcaller Gisa","rare","Creature","4.99","4.08","4.99","2.12","4.23","5.11","0.19125683060109305","4465"
"645","U,B,R","5","Edea, Possessed Sorceress","rare","Creature","12.99","9.49","13.57","8.52","10.26","undefined","undefined","4465"
"646","G","6","Vorinclex, Monstrous Raider","mythic","Creature","59.99","32.42","60.71","30","41.24","0.14","1.7843137254901962","4459"
"647","G,W","4","Sovereign Okinec Ahau","mythic","Creature","4.49","3.83","4.28","2.57","4.11","0.02","0.4146341463414634","4444"
"648","B,G,U","4","Archelos, Lagoon Mystic","rare","Creature","0.49","0.29","0.54","0.04","0.19","0.44","0.4375","4432"
"649","R","4","Torbran, Thane of Red Fell","rare","Creature","5.99","5.34","5.71","3.24","2.85","0.02","0.5764705882352945","4429"
"650","R,G","4","Halana and Alena, Partners","rare","Creature","0.79","0.29","0.71","0.57","0.36","0.02","0.2901554404145079","4428"
"651","U,B","3","Emet-Selch, Unsundered","mythic","Creature","2.49","2.22","2.49","2.58","2.84","0.02","0.4225352112676056","4414"
"652","W","5","Abdel Adrian, Gorion's Ward // Candlekeep Sage","uncommon","Creature","0.39","0.22","0.35","0.16","0.24","undefined","0.2621359223300971","4379"
"653","R,W","6","Firesong and Sunspeaker","rare","Creature","0.49","0.3","0.35","0.19","0.18","0.02","0.05555555555555555","4372"
"654","B,G","3","The Serpent Society","rare","Creature","0.49","0.6","0.54","0.83","0.58","0.03","undefined","4366"
"655","G,U","2","Thrasios, Triton Hero // Yoshimaru, Ever Faithful","rare","Creature","23.99","24.55","24.28","14.85","27.39","3.25","1.343648208469055","4365"
"656","B","5","Zenos yae Galvus","rare","Creature","0.49","0.45","0.54","0.2","0.34","0.02","0.6300000000000003","4362"
"657","W,B,G","5","Kathril, Aspect Warper","mythic","Creature","0.99","0.99","1.06","0.14","0.35","2","0.17647058823529413","4356"
"658","B","4","Rev, Tithe Extractor","rare","Creature","34.99","22.68","35.71","21.91","20.85","13.37","0.6742081447963798","4349"
"659","B,R,G","5","Kresh the Bloodbraided","mythic","Creature","2.29","1.41","2.14","0.48","0.58","0.02","0.3","4321"
"660","G,U","2","The Astonishing Ant-Man","rare","Creature","0.49","0.33","0.54","0.36","0.22","0.02","undefined","4316"
"661","U,R","3","River Song","rare","Creature","0.49","0.35","0.35","0.26","0.14","undefined","0.4666666666666667","4314"
"662","G,U,R","4","Rashmi and Ragavan","mythic","Creature","0.99","0.44","1.06","0.36","0.33","0.78","0.65","4313"
"663","W,U","3","Urza, Lord Protector","mythic","Creature","13.99","10.02","12.85","7.46","8.14","0.03","0.5","4302"
"664","W","8","Avacyn, Angel of Hope","mythic","Creature","42.99","30.12","39.28","7.93","25.34","0.03","1.3454790823211884","4299"
"665","W","2","Phelia, Exuberant Shepherd","rare","Creature","8.99","6.35","8.57","6.33","6.95","0.26","0.4708994708994709","4284"
"666","R,W","4","Bruenor Battlehammer","uncommon","Creature","2.49","0.77","2.49","2.32","2.37","0.03","0.17934782608695668","4282"
"667","R,G","5","Bumi, Unleashed","mythic","Creature","5.49","3.75","4.99","4.16","4.57","0.02","undefined","4280"
"668","W,B","3","Teysa, Orzhov Scion","rare","Creature","2.49","1.28","2.49","0.83","1.3","0.02","0.5","4259"
"669","G,W","3","Merry, Warden of Isengard // Pippin, Warden of Isengard","rare","Creature","0.79","0.36","0.71","0.97","0.4","0.86","0.25000000000000006","4258"
"670","G,W","3","Kutzil, Malamet Exemplar","uncommon","Creature","3.49","2.34","3.56","2.62","2.81","0.03","0.6337402885682575","4252"
"671","R","9","Chiss-Goria, Forge Tyrant","mythic","Creature","5.49","2.94","5.71","2.83","4.62","2.89","0.23529411764705882","4230"
"672","U,B,R","5","Evelyn, the Covetous","rare","Creature","0.49","0.28","0.35","0.02","0.16","0.02","0.5333333333333333","4229"
"673","U","3","Namor the Sub-Mariner","mythic","Creature","6.49","4.23","7.14","5","5.46","1.19","undefined","4203"
"674","G,U,R","3","Loot, the Key to Everything","mythic","Creature","0.99","0.41","1.06","0.59","0.41","0.02","1.2222222222222223","4202"
"675","G","3","The Cabbage Merchant","rare","Creature","39.99","28.16","42.85","25.22","31.82","3.05","undefined","4194"
"676","B,G","4","Carth the Lion","rare","Creature","0.49","0.3","0.54","0.22","0.17","0.02","0.6875","4177"
"677","U,R,W","6","Kasla, the Broken Halo","mythic","Creature","0.99","0.32","0.71","0.26","0.29","0.96","0","4177"
"678","W,U,B,R,G","5","Heroes in a Half Shell","mythic","Creature","0.99","1.6","1.06","0.67","0.34","2","undefined","4159"
"679","","10","The Capitoline Triad","mythic","Creature","3.49","2.38","3.56","3.11","3.24","0.02","0.4254143646408839","4132"
"680","B","9","Valgavoth, Terror Eater","mythic","Creature","23.99","16.49","23.57","14.24","20.16","0.09","1.2400000000000009","4129"
"681","G,W","3","T'Challa, the Black Panther","mythic","Creature","0.99","2.97","1.06","0.27","0.34","1.35","undefined","4102"
"682","R,G","5","Zilortha, Strength Incarnate","rare","Creature","0.69","0.46","0.71","0.36","0.36","0.13","0.2","4098"
"683","U","5","The Watcher in the Water","mythic","Creature","2.99","2.5","2.85","1.65","2.09","0.02","0.2631578947368421","4090"
"684","G,U","4","Zimone, Paradox Sculptor","mythic","Creature","4.99","2.88","4.99","1.78","3.86","0.02","0.38749999999999996","4075"
"685","G,U","6","Bonny Pall, Clearcutter","rare","Creature","0.79","0.39","0.71","0.39","0.58","0.02","0.25217391304347825","4074"
"686","G,U,R","5","Illuna, Apex of Wishes","mythic","Creature","0.99","0.49","1.06","0.29","0.29","0.02","0.2","4048"
"687","G,U","5","Sab-Sunen, Luxa Embodied","mythic","Creature","3.49","1.94","3.21","1.71","1.85","0.02","0.27586206896551724","4048"
"688","R,W,B","5","Malik, Grim Manipulator","mythic","Creature","9.49","5.35","9.28","4.33","6.99","0.02","0.5460674157303365","4047"
"689","R,W","2","Kolodin, Triumph Caster","rare","Creature","0.49","0.14","0.35","0.05","0.12","0.02","0.17441860465116282","4046"
"690","B,G,U","4","The Master, Transcendent","mythic","Creature","0.99","0.98","1.06","0.44","0.42","2.02","0.6666666666666666","4044"
"691","U,R,W","4","Gandalf, Party Guest","rare","Creature","2.49","2.32","2.85","3.9","2.94","undefined","undefined","4038"
"692","G","4","Oviya, Automech Artisan","rare","Creature","1.49","0.99","1.78","0.39","0.6","0.02","0.24576271186440704","4026"
"693","R","4","Urabrask","mythic","Creature","24.99","16.91","28.57","10","19.25","0.02","0.5272727272727268","4021"
"694","R","5","Neheb, the Eternal","mythic","Creature","10.99","7.26","11.42","4.97","5.54","0.02","0.4901960784313725","4017"
"695","R,G,W","3","Mayael the Anima","mythic","Creature","1.49","1.7","1.42","0.66","0.8","0.02","0.5","4016"
"696","R","4","Knuckles the Echidna","mythic","Creature","24.99","22.06","26.42","18.38","15.16","undefined","1.2391304347826089","4015"
"697","U,R","2","Bjorna, Nightfall Alchemist // Wernog, Rider's Chaplain","rare","Creature","0.99","0.37","0.71","0.25","0.25","1.61","0.3333333333333333","4014"
"698","R,G,W,U","3","Crystal, Inhuman Princess","rare","Creature","0.99","0.56","1.06","0.74","6.14","0.62","undefined","4000"
"699","B,R,G","6","Vaevictis Asmadi, the Dire","mythic","Creature","1.49","1.85","1.42","0.7","1.56","0.02","0.6818181818181818","3989"
"700","R","4","Breeches, Brazen Plunderer // Malcolm, Keen-Eyed Navigator","uncommon","Creature","0.35","0.21","0.35","0.14","0.18","0.04","0.22580645161290314","3981"
"701","","8","Graaz, Unstoppable Juggernaut","rare","Creature","0.49","0.3","0.35","0.14","0.24","0.02","0.4","3981"
"702","R","2","Ellie, Brick Master // Joel, Resolute Survivor","mythic","Creature","10.99","8.04","11.42","16.8","10.8","undefined","undefined","3981"
"703","W","4","Elesh Norn","mythic","Creature","10.99","7.68","11.42","6.5","6.13","0.02","0.7222222222222222","3977"
"704","G,W","3","Cadira, Caller of the Small","uncommon","Creature","0.59","0.2","0.54","0.16","0.23","3.19","0.17094017094017094","3965"
"705","W,U","4","Kykar, Zephyr Awakener","rare","Creature","0.49","0.33","0.54","0.28","0.21","0.02","0.3548387096774194","3964"
"706","W,U,B,R,G","5","Niv-Mizzet, Guildpact","rare","Creature","0.49","0.29","0.35","0.13","0.17","0.02","0.631578947368421","3961"
"707","B,G,U","5","Volrath, the Shapestealer","mythic","Creature","0.99","0.65","1.06","0.4","0.71","1.21","0.5","3941"
"708","R,G","5","The Howling Abomination","rare","Creature","0.49","0.34","0.54","0.32","0.34","0.32","0.2","3939"
"709","R","4","Brallin, Skyshark Rider // Shabraz, the Skyshark","mythic","Creature","2.99","9.24","3.21","5.07","6.06","6.17","0.3148148148148149","3938"
"710","B","8","Ardyn, the Usurper","rare","Creature","1.29","0.72","1.42","0.69","0.9","0.02","0.23958333333333334","3936"
"711","U","2","Kami of the Crescent Moon","rare","Creature","13.99","7.62","13.57","4.58","5.63","0.02","0.1711229946524064","3929"
"712","R","6","Lathliss, Dragon Queen","rare","Creature","0.79","0.37","0.71","0.41","0.25","0.02","0.37869822485207083","3916"
"713","R,W","4","Brion Stoutarm","rare","Creature","1.79","0.75","1.78","0.51","0.4","0.02","0.2857142857142857","3914"
"714","U,R","4","Myra the Magnificent","mythic","Creature","0.99","0.34","0.71","0.71","0.54","undefined","0.6666666666666666","3914"
"715","U","5","Jin-Gitaxias","mythic","Creature","19.99","13.06","18.57","10.17","10.69","0.02","0.6542056074766355","3910"
"716","G,W","4","Yenna, Redtooth Regent","rare","Creature","2.49","2.19","2.14","0.26","2.61","0.02","0.23863636363636365","3908"
"717","U,B","3","Araumi of the Dead Tide","uncommon","Creature","0.35","0.27","0.35","0.18","0.19","0.04","0.14285714285714285","3888"
"718","R,G","4","Jolene, the Plunder Queen","rare","Creature","15.99","9.84","14.99","5.5","7.12","2.02","0.3076923076923077","3888"
"719","R","4","Smaug the Magnificent","mythic","Creature","23.99","21.46","26.42","20.03","27.21","0.9","undefined","3867"
"720","W,U,B","4","Kamiz, Obscura Oculus","mythic","Creature","0.99","1.07","1.06","0.12","1.03","2.04","0.3181818181818182","3863"
"721","R,G","4","Yarus, Roar of the Old Gods","rare","Creature","0.49","0.19","0.35","0.14","0.19","0.02","0.17857142857142858","3862"
"722","G,U","6","Esix, Fractal Bloom","mythic","Creature","0.99","0.42","1.06","0.45","0.31","undefined","0.421875","3856"
"723","G,W","2","Garnet, Princess of Alexandria","uncommon","Creature","0.35","0.31","0.35","0.12","0.18","0.03","0.205607476635514","3851"
"724","R,W","3","Iroh, Tea Master","rare","Creature","0.49","0.27","0.35","0.22","0.19","0.02","undefined","3847"
"725","U","10","Octavia, Living Thesis","rare","Creature","0.99","1.16","1.06","0.55","0.59","1.66","0.15789473684210525","3825"
"726","U,B,R","4","Cormela, Glamour Thief","uncommon","Creature","0.35","0.22","0.35","0.06","0.11","0.03","0.375","3825"
"727","U","5","Mm'menon, the Right Hand","rare","Creature","0.49","0.31","0.54","0.32","0.33","0.02","0.519230769230769","3818"
"728","B,G,U","3","Homer, the Hermit","rare","Creature","undefined","undefined","undefined","undefined","undefined","undefined","undefined","3808"
"729","W,U","6","Bard, King of Dale","mythic","Creature","4.99","5.19","4.99","4.84","5.46","0.06","undefined","3806"
"730","W","4","Balan, Wandering Knight","rare","Creature","0.49","0.4","0.54","0.52","0.44","1.2","0.39285714285714285","3804"
"731","G,U","3","Primo, the Unbounded","mythic","Creature","0.99","1.13","1.06","0.45","0.42","undefined","undefined","3788"
"732","W,U,B,R,G","5","General Tazri","mythic","Creature","0.99","0.86","1.06","0.65","0.61","0.02","0.36363636363636365","3786"
"733","G,U","7","Koma, World-Eater","rare","Creature","1.29","0.55","1.06","0.6","0.88","0.02","0.767441860465116","3772"
"734","U,B","5","Hidetsugu and Kairi","rare","Creature","0.49","0.37","0.54","0.19","0.28","0.02","0.29824561403508787","3771"
"735","B,G,U","3","Uugguu, the Omniplasm","rare","Creature","undefined","undefined","undefined","undefined","undefined","undefined","undefined","3768"
"736","B","3","Gix, Yawgmoth Praetor","mythic","Creature","1.79","0.57","1.78","1.36","1.12","0.1","0.5329670329670332","3749"
"737","U,R,W","5","Shiko, Paragon of the Way","mythic","Creature","0.99","0.92","1.06","1.4","0.88","0.02","0.2935779816513762","3732"
"738","B,G,U","6","Otrimi, the Ever-Playful","mythic","Creature","0.99","1.15","1.06","0.15","0.79","2.91","0.06666666666666667","3724"
"739","G","4","Radagast of Rhosgobel","rare","Creature","2.99","3.02","3.56","3.52","3.55","0.01","undefined","3714"
"740","G,U,R","4","Omnath, Locus of the Roil","mythic","Creature","0.99","0.31","1.42","0.58","0.47","0.02","0.4444444444444444","3712"
"741","G,U,R","3","Beluna Grandsquall","mythic","Creature","0.99","0.3","0.71","0.24","0.16","0.02","0","3705"
"742","B","4","Burakos, Party Leader // Folk Hero","mythic","Creature","2.99","1.24","3.21","3.09","1.05","0.71","0.27624309392265173","3690"
"743","R,W","5","Commander Mustard","rare","Creature","1.29","0.82","1.42","0.3","0.38","0.1","0.26666666666666666","3673"
"744","W","3","Adeline, Resplendent Cathar","rare","Creature","5.49","2.36","4.99","3.02","3.32","0.02","0.4350282485875706","3667"
"745","R,G,W","4","Obuun, Mul Daya Ancestor","mythic","Creature","0.99","0.4","1.06","1.08","0.58","2.53","0.22727272727272727","3666"
"746","U,B","6","Gyruda, Doom of Depths","rare","Creature","1.29","0.68","1.42","0.02","0.55","0.02","0.5694444444444444","3663"
"747","B,G","4","Tyvar the Bellicose","mythic","Creature","16.99","13.56","17.85","7.98","11.16","0.02","0.6470588235294118","3659"
"748","U,R","5","Firkraag, Cunning Instigator","mythic","Creature","4.49","5.62","4.99","0.34","5.5","undefined","0.391304347826087","3656"
"749","W,B","4","Orah, Skyclave Hierophant","rare","Creature","0.49","0.29","0.35","0.13","0.12","0.02","0.8125","3637"
"750","R,G","3","Meria, Scholar of Antiquity","rare","Creature","0.49","0.28","0.35","0.02","0.19","0.02","0.4782608695652174","3630"
"751","R","3","Zurzoth, Chaos Rider","rare","Creature","1.49","1.01","1.42","1.06","1.39","1.54","0.21666666666666665","3613"
"752","B,G","5","Mazirek, Kraul Death Priest","rare","Creature","0.69","0.3","0.71","0.42","0.25","0.17","0.35937500000000017","3612"
"753","G,W,U","5","Roon of the Hidden Realm","rare","Creature","0.49","0.33","0.35","0.19","0.18","0.02","0.35119047619047616","3603"
"754","R,W","5","Sephiroth, Fallen Hero","rare","Creature","0.59","0.3","0.54","0.43","0.36","2.28","0.6063829787234044","3603"
"755","R,G,W","3","Marath, Will of the Wild","mythic","Creature","0.99","0.71","1.06","0.92","0.73","0.43","0.47058823529411764","3598"
"756","U,B","2","The Ancient One","mythic","Creature","1.99","1.69","2.14","0.83","1.55","0.03","0.47058823529411764","3594"
"757","R,W","3","Mog, Moogle Warrior","rare","Creature","0.49","0.27","0.54","0.26","0.2","1.29","0.44565217391304346","3593"
"758","R,G","5","Wildsear, Scouring Maw","mythic","Creature","0.99","0.58","1.06","0.84","0.62","2","0.4603174603174603","3589"
"759","G,W,U","4","Phelddagrif","rare","Creature","7.99","9.94","8.57","4.19","4.56","0.03","0.375","3578"
"760","U,R","3","Vadrik, Astral Archmage","rare","Creature","0.49","0.23","0.54","0.14","0.23","0.02","0.6459627329192549","3578"
"761","R,G","5","Nikya of the Old Ways","rare","Creature","0.49","0.35","0.54","0.14","0.19","0.02","0.5","3566"
"762","U,B,R","7","Lord Xander, the Collector","mythic","Creature","1.99","2.69","2.14","1.41","1.83","0.02","1.0815850815850805","3564"
"763","W,U","3","Errant and Giada","rare","Creature","0.49","0.36","0.54","0.3","0.28","0.02","0.25","3557"
"764","R","3","Chandra, Fire of Kaladesh","mythic","Creature","2.29","1.83","2.14","1.22","1.11","0.02","0.375","3553"
"765","U,B,R","3","Nathan Drake, Treasure Hunter","mythic","Creature","6.49","4.6","7.14","4.54","3.77","undefined","undefined","3550"
"766","W,U","6","Bruna, Light of Alabaster","mythic","Creature","0.99","0.42","0.71","0.52","0.59","0.02","0.5555555555555556","3546"
"767","W,B","5","Liesa, Forgotten Archangel","rare","Creature","1.49","0.69","1.42","0.77","1.08","0.02","0.5340909090909085","3542"
"768","B,G","4","Gyome, Master Chef","mythic","Creature","2.29","1.07","2.14","0.97","1.49","1.1","0.2909090909090909","3536"
"769","R,G,W","5","Ghired, Conclave Exile","mythic","Creature","0.99","0.23","0.71","0.21","0.19","3.72","0.26666666666666666","3518"
"770","W,U","4","Ranar the Ever-Watchful","mythic","Creature","0.99","0.38","1.06","0.43","0.54","undefined","0.375","3518"
"771","G,U","3","Edric, Spymaster of Trest","rare","Creature","2.99","1.94","3.21","1.12","2.54","0.02","0.48760330578512395","3517"
"772","B","4","Ashcoat of the Shadow Swarm","mythic","Creature","42.99","39.29","42.85","4.07","37.91","undefined","0.44","3513"
"773","W","3","Arahbo, the First Fang","rare","Creature","1.49","0.97","2.14","0.6","0.84","0.02","0.22018348623853212","3497"
"774","B,G,U","7","Damia, Sage of Stone","mythic","Creature","6.99","5.11","7.14","2.9","4","0.96","0.5","3491"
"775","G,W","2","Samwise Gamgee","rare","Creature","3.99","1.21","4.28","1.38","2.09","0.02","0.23121387283236985","3489"
"776","B,R","4","Chainer, Nightmare Adept","rare","Creature","1.49","0.75","1.78","0.42","0.54","0.02","0.27567567567567575","3470"
"777","R,W","1","Zabaz, the Glimmerwasp","rare","Creature","0.49","0.3","0.35","0.23","0.19","0.02","0.45","3468"
"778","W,U","2","Lavinia, Azorius Renegade","rare","Creature","0.99","0.26","0.71","0.36","0.5","0.12","0.9130434782608695","3456"
"779","B","2","Super Shredder","mythic","Creature","22.99","17.46","22.85","17.02","15.06","1.58","undefined","3441"
"780","U,B","6","Sephiroth, Planet's Heir","mythic","Creature","0.99","0.5","1.06","1","0.64","0.57","0.5529411764705883","3436"
"781","R,G","6","Wort, the Raidmother","rare","Creature","0.49","0.31","0.35","0.15","0.19","0.02","0.2857142857142857","3423"
"782","W","4","Thurid, Mare of Destiny","mythic","Creature","5.99","4.49","6.42","2.89","2.6","2.04","0.11009174311926606","3393"
"783","W,U","3","Tameshi, Reality Architect","rare","Creature","0.59","0.32","0.54","0.28","0.5","0.02","0.14285714285714285","3382"
"784","R","5","Rionya, Fire Dancer","rare","Creature","1.29","0.38","1.42","0.96","0.64","0.82","0.5252525252525253","3363"
"785","B,G","3","Sarulf, Realm Eater","rare","Creature","0.99","0.33","1.06","0.3","0.19","0.02","0.375","3356"
"786","U,R,W","3","Sokka and Suki","rare","Creature","0.99","2.46","1.06","1.82","1.25","1.65","undefined","3351"
"787","W","3","Aerith Gainsborough","rare","Creature","3.49","1.99","3.56","1.6","1.85","0.02","0.3051948051948052","3349"
"788","W,B","5","Shadrix Silverquill","mythic","Creature","0.99","0.34","1.06","0.33","0.42","0.02","0.15178571428571427","3343"
"788","W,B","2","Killian, Ink Duelist","uncommon","Creature","0.35","0.26","0.35","0.21","0.11","0.03","0.390625","3343"
"790","U","3","Sai, Master Thopterist","rare","Creature","0.69","0.33","0.71","0.34","0.41","0.02","0.23743016759776533","3340"
"791","B","7","Phage the Untouchable","mythic","Creature","15.99","11.6","14.28","5.53","7.65","0.02","0.8260869565217391","3339"
"792","U,R,W","4","Gandalf of the Secret Fire","mythic","Creature","2.99","7.16","3.21","1.74","2.48","0.15","0.09523809523809523","3338"
"793","W,B","4","Elenda, Saint of Dusk","rare","Creature","0.49","0.36","0.54","0.35","0.27","0.02","0.1875","3331"
"794","W,U,B","3","The Celestial Toymaker","rare","Creature","39.99","29.24","39.28","29.61","44.18","undefined","0.5333333333333333","3324"
"795","B,R,G","4","Xira, the Golden Sting","rare","Creature","0.49","0.35","0.35","0.29","0.29","0.3","0.3333333333333333","3312"
"796","G,U","5","Círdan the Shipwright","rare","Creature","0.49","0.29","0.54","0.19","0.23","1.01","0.34782608695652173","3309"
"797","R","4","Daretti, Scrap Savant","rare","Planeswalker","1.49","0.82","1.42","0.84","1.1","1.84","0.37362637362637363","3305"
"798","W,U,B,R,G","5","Horde of Notions","rare","Creature","0.49","0.22","0.35","0.18","0.18","0.02","0.29411764705882354","3303"
"799","R,W","3","Joshua, Phoenix's Dominant","rare","Creature","2.29","1.19","2.49","1.08","1.58","0.02","0.26666666666666666","3300"
"800","G","5","Ashaya, Soul of the Wild","mythic","Creature","20.99","16.13","20.71","15.01","19.92","0.02","0.633608815426997","3294"
"801","R,G,W","4","Aragorn, Hornburg Hero","mythic","Creature","2.99","4.16","3.21","2.18","1.71","0.42","0.44","3285"
"802","R,W","3","Three Dog, Galaxy News DJ","rare","Creature","0.49","0.24","0.35","0.22","0.15","0.24","0.5217391304347826","3283"
"803","R,G,W","4","Bright-Palm, Soul Awakener","mythic","Creature","0.99","0.37","0.71","0.34","0.29","4.68","0.6666666666666666","3281"
"804","R,W","5","Zidane, Tantalus Thief","uncommon","Creature","0.35","0.24","0.35","0.07","0.11","0.03","0.4166666666666667","3278"
"805","U,R","3","Aegar, the Freezing Flame","uncommon","Creature","0.35","0.22","0.35","0.06","0.11","0.03","0.2","3277"
"806","B","5","Skithiryx, the Blight Dragon","mythic","Creature","13.99","12.11","12.14","6.86","9.14","0.02","1.1533442088091357","3274"
"807","G","5","Thrun, Breaker of Silence","rare","Creature","0.49","0.36","0.54","0.21","0.21","0.02","0.9285714285714286","3274"
"808","G","4","Ruxa, Patient Professor","rare","Creature","9.49","4.98","9.28","6.22","6.35","1.86","0.29411764705882354","3273"
"809","R,W,B","8","Licia, Sanguine Tribune","mythic","Creature","3.99","5.65","4.28","3.49","4.45","6.17","0.17391304347826086","3269"
"810","U,B","3","Etrata, Deadly Fugitive","mythic","Creature","0.99","0.39","1.06","0.46","0.42","0.02","0.3181818181818182","3268"
"811","R","5","Baeloth Barrityl, Entertainer // Noble Heritage","mythic","Creature","17.99","12.2","17.85","16.44","15.51","undefined","0.48214285714285715","3264"
"812","W,B","2","Abigale, Eloquent First-Year","rare","Creature","0.59","0.29","0.54","0.49","0.42","0.02","undefined","3264"
"813","U","4","Charix, the Raging Isle","rare","Creature","0.99","0.4","1.06","0.25","0.39","0.02","0.24166666666666667","3261"
"814","R,W,B","3","Ghen, Arcanum Weaver","rare","Creature","0.49","0.38","0.54","0.26","0.29","0.8","0.29411764705882354","3260"
"815","U","2","Katara, Waterbending Master","mythic","Creature","14.99","8.06","14.28","14.33","10.12","7.31","undefined","3260"
"816","B,R","5","Smaug, Wicked Worm","rare","Creature","1.29","1.35","1.06","1.73","1.66","0.01","undefined","3246"
"817","G,U","11","The Pride of Hull Clade","mythic","Creature","2.99","1.74","2.85","1.45","1.85","0.02","0.05555555555555555","3240"
"818","U","3","Gogo, Master of Mimicry","mythic","Creature","6.49","4.48","6.42","3.09","5.1","0.02","0.5126050420168067","3240"
"819","R","3","Electro, Assaulting Battery","rare","Creature","7.99","4.8","7.85","4.32","4.5","0.06","0.8557692307692307","3240"
"820","G,U,R","5","Gimbal, Gremlin Prodigy","mythic","Creature","0.99","0.25","0.71","0.22","0.27","1.17","0.4444444444444444","3220"
"821","R","5","Alena, Kessig Trapper // Gilanra, Caller of Wirewood","uncommon","Creature","0.35","0.19","0.35","0.08","0.19","0.04","0.25","3215"
"822","G,W","3","Calix, Guided by Fate","mythic","Creature","17.99","12.68","17.14","11.8","15.51","0.02","0.3622047244094489","3196"
"823","G","3","Six","rare","Creature","7.99","4.9","7.85","4.97","5.88","0.02","0.41139240506329094","3194"
"824","B,G","2","Old Stickfingers","rare","Creature","0.59","0.3","0.71","0.3","0.19","0.02","0.18478260869565216","3186"
"825","U","3","Malcolm, Keen-Eyed Navigator // Vial Smasher the Fierce","uncommon","Creature","0.35","0.3","0.35","0.16","0.23","0.04","0.4747474747474747","3164"
"826","U,B,R","5","Ashnod the Uncaring","mythic","Creature","0.99","0.36","0.71","0.32","0.33","0.12","0.4666666666666667","3160"
"827","U,R","2","Balmor, Battlemage Captain","uncommon","Creature","0.35","0.22","0.35","0.11","0.12","0.03","0.25000000000000033","3158"
"828","R,G,W","3","Jared Carthalion, True Heir","rare","Creature","0.49","0.21","0.35","0.13","0.12","0.17","0.3333333333333333","3157"
"829","B","2","Zul Ashur, Lich Lord","rare","Creature","1.49","0.95","1.42","0.79","0.75","0.02","0.18705035971223022","3154"
"830","B,G,U","3","Mimeoplasm, Revered One","mythic","Creature","0.99","0.31","0.71","0.28","0.29","0.02","0.2547169811320754","3151"
"831","G,U,R","3","Lara Croft, Tomb Raider","mythic","Creature","49.99","49.56","50","41.69","42.61","undefined","0.7","3146"
"832","W,U,B,R,G","3","Thanos, the Mad Titan","mythic","Creature","0.99","1.43","1.06","1.44","0.71","0.02","undefined","3144"
"833","U,B","2","Obyra, Dreaming Duelist","uncommon","Creature","0.69","0.34","0.71","0.18","0.19","0.03","0.23809523809523805","3141"
"834","U,B,R","4","Jeleva, Nephalia's Scourge","mythic","Creature","3.99","2.91","3.21","1.57","1.7","0.02","0.5909090909090909","3140"
